sec	kind	item	dec	rt	fn	d1	d2	desc	group	tbl	pdf	doc	md
0C	C	&22	34	RT		0–127	N/A	Get Part Solo (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1490
0C	C	&23	35	RT		0–127	N/A	Get Part Level (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1492
0C	C	&24	36	RT		0–127	N/A	Get Part Output (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1494
0C	C	&25	37	RT		0–127	N/A	Get Part Pan/Balance (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1496
0C	C	&26	38	RT		0–127	N/A	Get Part Effects Channel (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1498
0C	C	&27	39	RT		0–127	N/A	Get Part FX Send Level (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1500
0C	C	&28	40	RT		0–127	N/A	Get Part Fine Tune (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1502
0C	C	&29	41	RT		0–127	N/A	Get Part Transpose (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1504
0C	C	&2A	42	RT		0–127	N/A	Get Part Low Note (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1506
0C	C	&2B	43	RT		0–127	N/A	Get Part High Note (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1508
0C	C	&30	48			char1	…0	Rename Multi. <Data1…0> = New Name.	Setting General Multi Information	16	31	27	1511
0C	C	&31	49			0, 1	0–127a	Set Multi Program Number Data1: 0=OFF, 1=ON, Data2: number (only required if Data1=1).	Setting General Multi Information	16	31	27	1512
0C	C	&32	50			0–127	0–127(MSB)… ; 0–127(LSB)	Set Multi Part by index. <Data1> = Part Number; <Data2> = MSB of index; <Data3> = LSB of index (index = LSB+128×MSB)	Setting General Multi Information	16	31	27	1514
0C	C	&33	51			0–127	char1…0	Set Multi Part by name. <Data1> = Part Number; <Data2…> = Name is a string and must end with a zero.	Setting General Multi Information	16	31	27	1517
0C	C	&34	52			0–127	N/A	Delete Selected Part from Multi. <Data1> = Part Number	Setting General Multi Information	16	31	27	1519
0C	C	&40	64			N/A	N/A	Get Number of Multis in Memory	Getting General Multi Information for the Current Multi	16	31	27	1522
0C	C	&41	65			N/A	N/A	Get Current Multi’s Program Number	Getting General Multi Information for the Current Multi	16	31	27	1523
0C	C	&42	66			N/A	N/A	Get Current Multi Index (i.e., its position in memory)	Getting General Multi Information for the Current Multi	16	31	27	1524
0C	C	&43	67			N/A	N/A	Get Current Multi Name	Getting General Multi Information for the Current Multi	16	31	27	1525
0C	C	&44	68			N/A	N/A	Get the Number of Parts in the Current Multi	Getting General Multi Information for the Current Multi	16	31	27	1526
0C	C	&45	69			0–127	N/A	Get the Name of Part number <Data1> (returns 0 if none assigned)	Getting General Multi Information for the Current Multi	16	31	27	1527
0C	C	&46	70			N/A	N/A	Get the Names of all of the Parts in the multi.	Getting General Multi Information for the Current Multi	16	31	27	1528
0C	C	&47	71			0–127	N/A	Get all of the params (of <Items> &20–&2B) in a single message. <Data1> = Part Number to query.	Getting General Multi Information for the Current Multi	16	31	27	1529
0C	C	&48	72			N/A	N/A	Get the Mute and Solo status of all the parts in the current Multi.	Getting General Multi Information for the Current Multi	16	31	27	1531
0C	C	&50	80			N/A	N/A	Get the Multi Numbers of All Multis in memory	Getting General Multi Information for All the Multis in memory	16	32	28	1539
0C	C	&51	81			N/A	N/A	Get the Names of All Multis in memory	Getting General Multi Information for All the Multis in memory	16	32	28	1540
0C	C	&52	82			N/A	N/A	Get the Number of Parts in All the Multis in memory	Getting General Multi Information for All the Multis in memory	16	32	28	1541
0C	R	&20–&2B				0–127	N/A ; {32–43}	Data is returned as a single byte in field <Data1>, corresponding to the requested parameter.		17	32	28	1548
0C	R	&40	64			0–127	0–127 ; (MSB) ; (LSB)	The number of Multis in memory, where: <Data1> = MSB; <Data2> = LSB (NumMultis = LSB+128×MSB).		17	32	28	1550
0C	R	&41	65			0, 1	0–127a ; (OFF,ON)	The Current Multi number <Data1> = Multi Number On or Off, 0=OFF, 1=ON <Data2> = Multi Number (set to 0 if number is off).		17	32	28	1552
0C	R	&42	66			0–127	0–127 ; (MSB) ; (LSB)	The Current Multi index (starting from 0). <Data1> = MSB; <Data2> = LSB (index = LSB+128×MSB).		17	32	28	1555
0C	R	&43	67			char1	…0	The name of the Current Multi, <Data1…0> is a character string.		17	32	28	1557
0C	R	&44	68			31, 63, 127	N/A	The number of parts in the Current Multi = <Data1> + 1		17	32	28	1558
0C	R	&45	69			char1	…0	The name of the requested Part, <Data1…> is a character string. If there is no part assigned, char1 = 0.		17	32	28	1559
0C	R	&46	70		b	char1	…0…charN…0	The names of all of the parts in the current multi are returned in a single stream, punctuated by 0s. There will be 32, 64 or 128 names returned depending on the number of parts in the multi. If no part is assigned, the name will be returned as a single byte=0.		17	32	28	1561
0C	R	&47	71			0–127	…0–127…	All of the parameters obtained using <Item>=&20–&2B are returned in a single message. 12 data bytes are returned.		17	32	28	1565
0C	R	&48	72			0, 1, 2	0, 1, 2 …	One byte is returned for each part in the current Multi, where: 0=mute and solo off, 1=mute on, 2=solo on.		17	32	28	1567
0C	R	&50	80		c	0, 1	0–127a… ; (OFF,ON)	The numbers of all of the Multis in memory. Note that several <Data> fields may be transmitted (one set for every multi in memory). The format of the message is the same as for <Item> &41{65}.		17	32	28	1569
0C	R	&51	81		c	char1	…0…	The names of all of the Multis in memory. (See comments to		17	32	28	1572
0C	R	&52	82		c	31, 63, 127	…	The number of parts in all the Multis in memory. (See comments to		17	32	28	1574
0E	C	&05	5			char1	…0	Select Sample (by name) to be current: <Data1…0> = Name.	Sample Selection	18	33	29	1600
0E	C	&06	6			0–127(MSB)	0–127(LSB)	Select Sample (by index) to be current: <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)	Sample Selection	18	33	29	1601
0E	C	&07	7			N/A	N/A	Delete ALL samples from memory	Sample Selection	18	33	29	1603
0E	C	&08	8			N/A	N/A	Delete the currently selected Sample from memory.	Sample Selection	18	33	29	1605
0E	C	&09	9			char1	…0	Rename the currently selected Sample. <Data1…0> = Name.	Sample Selection	18	33	29	1606
0E	C	&0A	10			N/A	N/A	Start auditioning the current sample.	Sample Selection	18	33	29	1607
0E	C	&0B	11			N/A	N/A	Stop auditioning the current sample.	Sample Selection	18	33	29	1609
0E	C	&10	16			N/A	N/A	Get the Number of Samples loaded into memory.	Getting General Information of the Samples in Memory	18	33	29	1611
0E	C	&11	17			0–127(MSB)	0–127(LSB)	Get the name of sample by index. <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)	Getting General Information of the Samples in Memory	18	33	29	1612
0E	C	&12	18			N/A	N/A	Get the names of all of the samples in memory.	Getting General Information of the Samples in Memory	18	33	29	1614
0E	C	&13	19			N/A	N/A	Get Current Sample’s Index (i.e., its position in memory)	Getting General Information of the Samples in Memory	18	33	29	1615
0E	C	&14	20			N/A	N/A	Get Current Sample’s Name	Getting General Information of the Samples in Memory	18	33	29	1616
0E	C	&20	32			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the position ; <Data4>=0–127(LSB)	Set Start Position from where the sample will start playback.	Setting Sample Parameters	18	33	29	1619
0E	C	&21	33			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the position ; <Data4>=0–127(LSB)	Set End Position where the sample will end playback.	Setting Sample Parameters	18	33	29	1623
0E	C	&22	34			&15–&7F	N/A ; {21–127}	Set Original Pitch <Data1> = note: (21–127 = A-1 – G8)	Setting Sample Parameters	18	33	29	1626
0E	C	&23	35			0, 1	0–36	Set Semitone Tune <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Setting Sample Parameters	18	33	29	1628
0E	C	&24	36			0, 1	0–50	Set Fine Tune <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Setting Sample Parameters	18	33	29	1630
0E	C	&28	40			0–5	N/A	Set Playback Mode, where <Data1> = mode. 0=NO LOOPING, 1=ONE SHOT, 2=LOOP IN REL, 3=LOOP UNTIL REL, 4=LIR→RETRIG, 5=PLAY→RETRIG.	Setting Sample Parameters	18	33	29	1633
0E	C	&29	41			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the position ; <Data4>=0–127(LSB)	Set Loop Start from where the sample loop will start.	Setting Sample Parameters	18	33	29	1637
0E	C	&2A	42			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the position ; <Data4>=0–127(LSB)	Set Loop End where the sample loop will end.	Setting Sample Parameters	18	34	30	1647
0E	C	&30	48			N/A	N/A	Get Sample Type (VIRTUAL/RAM)	Getting Sample Parameters	18	34	30	1651
0E	C	&31	49			N/A	N/A	Get Number of Channels	Getting Sample Parameters	18	34	30	1653
0E	C	&32	50			N/A	N/A	Get Sample Length	Getting Sample Parameters	18	34	30	1654
0E	C	&33	51			N/A	N/A	Get Sample Rate	Getting Sample Parameters	18	34	30	1655
0E	C	&34	52			N/A	N/A	Get all of the params (of <Items> &30–&33) in a single message.	Getting Sample Parameters	18	34	30	1656
0E	C	&40	64			N/A	N/A	Get Start Position	Getting Sample Parameters	18	34	30	1657
0E	C	&41	65			N/A	N/A	Get End Position	Getting Sample Parameters	18	34	30	1659
0E	C	&42	66			N/A	N/A	Get Original Pitch	Getting Sample Parameters	18	34	30	1660
0E	C	&43	67			N/A	N/A	Get Semitone Tune	Getting Sample Parameters	18	34	30	1661
0E	C	&44	68			N/A	N/A	Get Fine Tune	Getting Sample Parameters	18	34	30	1662
0E	C	&48	72			N/A	N/A	Get Playback Mode	Getting Sample Parameters	18	34	30	1663
0E	C	&49	73			N/A	N/A	Get Loop Start	Getting Sample Parameters	18	34	30	1664
0E	C	&4A	74			N/A	N/A	Get Loop End	Getting Sample Parameters	18	34	30	1665
0E	C	&4B	75			N/A	N/A	Get all of the params (of <Items> &40–&4A) in a single message.	Getting Sample Parameters	18	34	30	1666
0E	R	&10	16			0–127(MSB)	0–127(LSB)	The number of samples in memory is returned, where number = LSB+128×MSB		19	34	30	1672
0E	R	&11	17			char1	…0	The name of the requested sample is returned as a character string.		19	34	30	1674
0E	R	&12	18			char1…0…	charN…0	The names of all of the samples in memory are returned as a stream of character strings within a single REPLY message.		19	34	30	1675
0E	R	&13	19			0–127(MSB)	0–127(LSB)	Current Sample Index, where: <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)		19	34	30	1677
0E	R	&14	20			char1	…0	Current Sample’s name: <Data1…0> = Name		19	34	30	1680
0E	R	&30	48			0, 1	N/A	Get Sample Type (VIRTUAL/RAM) <Data1>: 0=RAM, 1=VIRTUAL.	Getting Sample Parameters	19	34	30	1651
0E	R	&31	49			1, 2	N/A	Get Number of Channels <Data1>: 1=MONO, 2=STEREO	Getting Sample Parameters	19	34	30	1653
0E	R	&32	50			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) ; <Data4>=0–127(LSB)	Get Sample Length A Compound Double Word (see page 9) representing the total length of the sample (i.e., number of sample points).	Getting Sample Parameters	19	34	30	1654
0E	R	&33	51			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the sample ; <Data4>=0–127(LSB)	Get Sample Rate rate (in Hz) of the sample.	Getting Sample Parameters	19	34	30	1655
0E	R	&34	52			0–127…	…0–127…	All of the parameters obtained using <Item>=&30–&33 are returned in a single message. 10 data bytes are returned.	Getting Sample Parameters	19	35	31	1697
0E	R	&40	64			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the position ; <Data4>=0–127(LSB)	Get Start Position from where the sample will start playback.	Getting Sample Parameters	19	35	31	1699
0E	R	&41	65			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the position ; <Data4>=0–127(LSB)	Get End Position where the sample will end playback.	Getting Sample Parameters	19	35	31	1703
0E	R	&42	66			&15–&7F	N/A ; {21–127}	Get Original Pitch <Data1> = note: (21–127 = A-1 – G8)	Getting Sample Parameters	19	35	31	1706
0E	R	&43	67			0, 1	0–36	Get Semitone Tune <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Getting Sample Parameters	19	35	31	1708
0E	R	&44	68			0, 1	0–50	Get Fine Tune <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Getting Sample Parameters	19	35	31	1710
0E	R	&48	72			0–5	N/A	Get Playback Mode, where <Data1> = mode. 0=NO LOOPING, 1=ONE SHOT, 2=LOOP IN REL, 3=LOOP UNTIL REL, 4=LIR→RETRIG, 5=PLAY→RETRIG.	Getting Sample Parameters	19	35	31	1713
0E	R	&49	73			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the position ; <Data4>=0–127(LSB)	Get Loop Start from where the sample loop will start.	Getting Sample Parameters	19	35	31	1717
0E	R	&4A	74			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the position ; <Data4>=0–127(LSB)	Get Loop End where the sample loop will end.	Getting Sample Parameters	19	35	31	1721
0E	R	&4B	75			0–127…	…0–127…	All of the parameters obtained using <Item>=&40–&4A are returned in a single message. 22 data bytes are returned.	Getting Sample Parameters	19	35	31	1724
10	C	&01	1			N/A	N/A	Update the list of disks connected.	General Disk Functions	20	36	32	1746
10	C	&02	2			0–127(MSB)	0–127(LSB)	Select Disk: Disk Handle = <Data2> + 128×<Data1>.	General Disk Functions	20	36	32	1749
10	C	&03	3		a	0–127(MSB)	0–127(LSB)	Test if the disk is valid. Disk Handle = <Data2> + 128×<Data1>.	General Disk Functions	20	36	32	1751
10	C	&04	4		b	N/A	N/A	Get the number of disks connected.	General Disk Functions	20	36	32	1754
10	C	&05	5			N/A	N/A	Get list of all connected disks.	General Disk Functions	20	36	32	1757
10	C	&06	6			N/A	N/A	Get current disk type.	General Disk Functions	20	36	32	1758
10	C	&07	7			0–127(MSB)	0–127(LSB)	Get type of specified drive. Disk Handle = <Data2> + 128×<Data1>	General Disk Functions	20	36	32	1760
10	C	&08	8			N/A	N/A	Get index of current disk.	General Disk Functions	20	36	32	1762
10	C	&09	9			N/A	N/A	Get current path of current disk.	General Disk Functions	20	36	32	1763
10	C	&0A	10			N/A	N/A	Get Format of current disk.	General Disk Functions	20	36	32	1764
10	C	&0B	11			N/A	N/A	Get Free Space on current disk.	General Disk Functions	20	36	32	1765
10	C	&0D	13			0–127(MSB)	0–127(LSB) ; <Data3> = 0, 1	Eject Disk. Disk Handle = <Data2> + 128×<Data1> <Data3>: 0=fail if drive in use, 1=discard virtual samples.	General Disk Functions	20	36	32	1766
10	C	&0E	13			0–127(MSB)	0–127(LSB)	Get the name of the specified disk Disk Handle = <Data2> + 128×<Data1>	General Disk Functions	20	36	32	1769
10	C	&10	16			N/A	N/A	Get number of sub-folders in the current folder.	Folder Functions	20	36	32	1772
10	C	&11	17			0–127 (MSB)	0–127 (LSB)	Get name of specified folder. Index of folder (starting from 0) = <Data2> + 128×<Data1>.	Folder Functions	20	36	32	1773
10	C	&12	18			N/A	N/A	Get the names of all of the sub-folders in the current folder.	Folder Functions	20	36	32	1776
10	C	&13	19			char1	…0	Open Folder. This sets the current folder to be the requested one. (Move down one level in the folder heirarchy.) <Data1…0> = name of folder to open.. (If <Data1> = 0, the root folder will be selected.)	Folder Functions	20	36	32	1777
10	C	&14	20			N/A	N/A	Close Folder. (Move up one level in the folder heirarchy.) If this is used on a root folder, an ERROR confirmation message will be returned.	Folder Functions	20	36	32	1781
10	C	&15	21			char1	…0	Load Folder: the selected folder, and all its contents (including sub- folders) are loaded into memory. <Data1…0> = name of folder to load.	Folder Functions	20	37	33	1790
10	C	&16	22			char1	…0	Create Folder: Creates a sub-folder in the currently selected folder. <Data1…0> = name of folder to create.	Folder Functions	20	37	33	1793
10	C	&17	23			char1	…0	Delete Sub-Folder. <Data1…0> = name of folder to delete.	Folder Functions	20	37	33	1795
10	C	&18	24			char1…0	char1…0	Rename Folder: <Data1…0> = name of folder to rename, <DataN…0> = new name for folder.	Folder Functions	20	37	33	1798
10	C	&20	32			N/A	N/A	Get number of files in the current folder.	File Functions	20	37	33	1801
10	C	&21	33			0–127 (MSB)	0–127 (LSB)	Get name of specified file. Index of file (starting from 0) = <Data2> + 128×<Data1>.	File Functions	20	37	33	1803
10	C	&22	34			N/A	N/A	Get the names of all of the files in the current folder.	File Functions	20	37	33	1805
10	C	&23	35			0–127 (MSB)	0–127 (LSB)	Get the size (in bytes) of the specified file. Index of file (starting from 0) = <Data2> + 128×<Data1>.	File Functions	20	37	33	1806
10	C	&24	36			char1	…0	Get index of the file with the name: <Data1…0>	File Functions	20	37	33	1808
10	C	&28	40		c	char1…0	char1…0	Rename File: <Data1…0> = name of file to rename, <DataN…0> = new name for file.	File Functions	20	37	33	1809
10	C	&29	41			char1	…0	Delete File. <Data1…0> = name of file to delete.	File Functions	20	37	33	1811
10	C	&2A	42		d	char1	…0 ; <DataN>=0, 1, 2	Load File <Data1…0> = name of file to load. The filename must include the correct file extension. <DataN>: 0=normal, 1=load samples as RAM, 2=load samples as VIRTUAL.	File Functions	20	37	33	1812
10	C	&2B	43		e	char1	…0	Load File including all dependent child files. <Data1…0> = name of file to load. The filename must include the correct file extension.	File Functions	20	37	33	1818
10	C	&2C	44			0–127 (MSB)	0–127 (LSB) ; <Data3> 1–6 ; <Data4> 0, 1 <Data3> = Type.(1=Multi; 2=Program; 3=Sample; 4=SMF; 5=Setlist; ; <Data5> 0, 1	Save Memory Item to Disk Index of Memory Item = <Data2> + 128×<Data1>. 6=Scenelist) <Data4>: 0=skip if file exists; 1=Overwrite existing files <Data5>: 0=Don’t save children; 1=Save Children.	File Functions	20	37	33	1821
10	C	&2D	45			1–6	0, 1 ; <Data3> 0, 1 <Data1> = Type.(1=Multi; 2=Program; 3=Sample; 4=SMF; 5=Setlist;	Save All Memory Items to Disk 6=Scenelist) <Data2>: 0=skip if file exists; 1=Overwrite existing files <Data3>: 0=Don’t save children; 1=Save Children.	File Functions	20	37	33	1828
10	C	&30	48			0–127 (MSB)	0–127 (LSB)	Start auditioning a sample from disk. Index of file (starting from 0) = <Data2> + 128×<Data1>	File Functions	20	37	33	1834
10	C	&31	49			N/A	N/A	Stop auditioning a sample.	File Functions	20	37	33	1836
10	R	&04	4			0–127	N/A	<Data1> = number of logical disks connected to the sampler.	General Disk Functions	21	38	34	1856
10	R	&05	5		a	0–127	0–127 (handle LSB) ; (handle MSB) ; <Data3>=0, 1, 2, 3 ; <Data4>=0–7 ; <Data5>=0–7 ; <Data6>=0,1 ; <Data7>=char1…0…	Disk Handle = <Data2> + 128×<Data1>. <Data3> = the type of the disk: (See Item &07) <Data4>=Disk Format (see Item &0A) <Data5>=Physical (SCSI) disk ID <Data6>=Disk is writable (0=no, 1=yes) <Data7…0> = string containing the name of the disk. This sequence (<handle><type><format><id><name…0>) is repeated for each of the logical disks connected to the sampler.	General Disk Functions	21	38	34	1857
10	R	&06	6			0, 1, 2, 3	N/A	<Data1> = the type of the currently selected disk: 0=floppy; 1=hard disk; 2=CD ROM; 3=removable disk.	General Disk Functions	21	38	34	1865
10	R	&07	7			0, 1, 2, 3	N/A	<Data1> = the type of the specified disk: 0=floppy; 1=hard disk; 2=CD ROM; 3=removable disk. (Any other return value represents an unknown disk type.)	General Disk Functions	21	38	34	1867
10	R	&08	8			0–127	0–127 ; (handle MSB) ; (handle LSB)	<Data1>, <Data2> = the handle of the currently selected disk (i.e., the handle which was used with <Item>&02 to select the disk).	General Disk Functions	21	38	34	1870
10	R	&09	9			char1…0	N/A	<Data1…0> = string containing the current path on the current disk. If the root folder is selected, this will return a single byte = 0.	General Disk Functions	21	38	34	1872
10	R	&0A	10			0–7	N/A	Get Format of current disk. <Data1> = format, where: 0=other; 1=MSDOS; 2=FAT32; 3=ISO9660; 4=S1000; 5=S3000; 6=EMU; 7=ROLAND.	General Disk Functions	21	38	34	1874
10	R	&0B	11			QWORD<8bytes>	…	Get Free Space on current disk. 8 bytes are returned as a Compound Quad Word (see page 9).	General Disk Functions	21	38	34	1877
10	R	&10	16			0–127 (MSB)	0–127 (LSB)	The number of sub-folders in the current folder = <Data2> + 128×<Data1>	Folder Functions	21	38	34	1880
10	R	&11	17			char1…0	N/A	<Data1…0> = string containing the name of the requested folder.	Folder Functions	21	38	34	1882
10	R	&12	18		b	char1…0…	charN…0	Returns a list of the names of all of the sub-folders. <Data1…0> = name of first folder. This is followed by the names of all of the other folders.	Folder Functions	21	38	34	1883
10	R	&20	32			0–127 (MSB)	0–127 (LSB)	The number of files in the current folder = <Data2> + 128×<Data1>	File Functions	21	38	34	1887
10	R	&21	33			char1…0	N/A	<Data1…0> = string containing the name of the requested file.	File Functions	21	38	34	1888
10	R	&22	34		c	char1…0…	charN…0	Returns a list of the names of all the files in the current folder. <Data1…0> = name of first file. This is followed by the names of all of the other files.	File Functions	21	38	34	1889
10	R	&23	35			0–127(MSB)	0–127(SB2) ; <Data3>=0–127(SB1) A Compound Double Word (see page 9) representing the size of the ; <Data4>=0–127(LSB)	Get file size (in bytes) file.	File Functions	21	38	34	1892
10	R	&24	36			0–127 (MSB)	0–127 (LSB)	The index of the file is returned if found.	File Functions	21	38	34	1895
12	C	&01	1			N/A	N/A	Get FX card installed.	Determine if there is an FX board installed or not.	22	39	35	1944
12	C	&10	16			N/A	N/A	Get Number of FX channels.	Determine the characteristics of the installed FX.	22	39	35	1947
12	C	&11	17			0–127	N/A	Get Number of FX modules on given channel. <Data1> = channel.	Determine the characteristics of the installed FX.	22	39	35	1949
12	C	&20	32			0–127	0, 1	Set Mute Status of Channel 0 = ON, 1 = MUTE.	Setting/Getting the configuration of the FX channels.	22	40	36	1958
12	C	&21	33			0–127	N/A	Get Mute Status of Channel	Setting/Getting the configuration of the FX channels.	22	40	36	1959
12	C	&30	48			0–127	0–127 ; <Data3>=0–127 <Data1> = channel; <Data2> = module; <Data3> = module type.	Set Type of FX module on given channel. (see Table 24 for decription of module types)	Setting/Getting the configuration of the FX modules.	22	40	36	1962
12	C	&31	49			0–127	0–127	Get Type of FX module on given channel. <Data1> = channel; <Data2> = module.	Setting/Getting the configuration of the FX modules.	22	40	36	1966
12	C	&40	64			0–127	0–127 ; <Data3>=0, 1	Set Enabled/Disabled State of FX module. <Data1> = channel; <Data2> = module; <Data3> =0 (disable) or 1 (enable)	Enabling/Disabling FX modules.	22	40	36	1970
12	C	&41	65			0–127	0–127	Get Enabled/Disabled State of FX module. <Data1> = channel; <Data2> = module	Enabling/Disabling FX modules.	22	40	36	1974
12	C	&50	80			0–127	0–127 ; <Data3>=0–127 ; <Data4>=0, 1 ; <Data5>=0–127 ; <Data6>=0–127	Set parameter value of given module in given channel. <Data1> = channel; <Data2> = module; <Data3> = index of parameter to set (see Table 25). <Data4> = sign (0 = +ve, 1 = −ve) <Data5> = Parameter Value (MSB); <Data6> = Parameter Value (LSB); (absolute value = LSB + 128× MSB)	Setting/Getting FX parameter values.	22	40	36	1978
12	C	&51	81			0–127	0–127 ; <Data3>=0–127	Get parameter value of given module in given channel. <Data1> = channel; <Data2> = module; <Data3> = index of parameter to set (see Table 25) (Reply Value is a compound word, as in Item &50, above.	Setting/Getting FX parameter values.	22	40	36	1986
12	R	&01	1			0, 1	N/A	<Data1> = FX card installed: 0=none, 1=EB20.		23	40	36	1993
12	R	&10	16			0–127	N/A	<Data1> = Number of FX channels.		23	40	36	1995
12	R	&11	17			0–127	N/A	<Data1> = Number of FX modules on given channel.		23	40	36	1996
12	R	&21	33			0, 1	N/A	<Data1> = Mute Status of FX Channel 0=ON; 1=MUTE		23	40	36	1959
12	R	&31	49			0–127	N/A	<Data1> = Type of FX module on given channel (see Table 24 for decription of module types)		23	40	36	1966
12	R	&41	65			0, 1	N/A	<Data1> = 0 (Module disabled); 1(Module enabled)		23	40	36	2000
12	R	&51	81			0, 1	0–127 ; <Data3> =0–127	Get parameter value of given module in given channel. <Data1> = sign (0 = +ve, 1 = −ve) <Data2> = Parameter Value (MSB); <Data3> = Parameter Value (LSB); (absolute value = LSB + 128× MSB)		23	40	36	1986
14	C	&05	5			char1	…0	Select Scenelist (by name) to be current: <Data1…0> = Name.	Scenelist Selection	26	43	39	2099
14	C	&06	6			0–127(MSB)	0–127(LSB)	Select Scenelist (by index) to be current: <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)	Scenelist Selection	26	43	39	2100
14	C	&08	8			N/A	N/A	Delete the currently selected Scenelist from memory.	Scenelist Selection	26	43	39	2102
14	C	&09	9			char1	…0	Rename the currently selected Scenelist. <Data1…0> = Name.	Scenelist Selection	26	43	39	2103
14	C	&10	16			N/A	N/A	Get the Number of Scenelists loaded into memory.	Getting General Information of the Scenelist in Memory	26	43	39	2105
14	C	&11	17			0–127(MSB)	0–127(LSB)	Get the name of Scenelist by index. <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)	Getting General Information of the Scenelist in Memory	26	43	39	2106
14	C	&13	19			N/A	N/A	Get Current Scenelist’s Index (i.e., its position in memory)	Getting General Information of the Scenelist in Memory	26	43	39	2108
14	C	&14	20			N/A	N/A	Get Current Scenelist’s Name	Getting General Information of the Scenelist in Memory	26	43	39	2109
14	R	&10	16			0–127(MSB)	0–127(LSB)	The number of Scenelists in memory is returned, where number = LSB+128×MSB		27	43	39	2115
14	R	&11	17			char1	…0	The name of the requested Scenelist is returned as a character string.		27	43	39	2106
14	R	&13	19			0–127(MSB)	0–127(LSB)	Current Scenelists Index, where: <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)		27	43	39	2108
14	R	&14	20			char1	…0	Current Scenelist’s name: <Data1…0> = Name		27	43	39	2109
16	C	&05	5			char1	…0	Select Songfile (by name) to be current: <Data1…0> = Name.	Scenelist Songfile	28	44	40	2130
16	C	&06	6			0–127(MSB)	0–127(LSB)	Select Songfile (by index) to be current: <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)	Scenelist Songfile	28	44	40	2131
16	C	&08	8			N/A	N/A	Delete the currently selected Songfile from memory.	Scenelist Songfile	28	44	40	2133
16	C	&09	9			char1	…0	Rename the currently selected Songfile. <Data1…0> = Name.	Scenelist Songfile	28	44	40	2134
16	C	&10	16			N/A	N/A	Get the Number of Songfiles loaded into memory.	Getting General Information of the Songfile in Memory	28	44	40	2136
16	C	&11	17			0–127(MSB)	0–127(LSB)	Get the name of Songfile by index. <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)	Getting General Information of the Songfile in Memory	28	44	40	2137
16	C	&13	19			N/A	N/A	Get Current Songfile’s Index (i.e., its position in memory)	Getting General Information of the Songfile in Memory	28	44	40	2139
16	C	&14	20			N/A	N/A	Get Current Songfile’s Name	Getting General Information of the Songfile in Memory	28	44	40	2140
16	C	&20	32			N/A	N/A	Get the Number of Set Lists loaded into memory.	Getting General Information of the Songfile in Memory	28	44	40	2141
16	C	&21	33			0–127(MSB)	0–127(LSB)	Get the name of Set List by index. <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)	Getting General Information of the Songfile in Memory	28	44	40	2142
16	C	&22	34			0–127(MSB)	0–127(LSB)	Delete the Set List by index. <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)	Getting General Information of the Songfile in Memory	28	44	40	2144
